Schaal;Periode;TypeResultaat;Versie;Habitattype;Habitatsubtype;Criterium;Indicator;Belang;SBZH;nObs;sumWeights;AandeelGunstig;AandeelGunstig_LLCI;AandeelGunstig_ULCI
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Structuur;horizontale structuur - groeiklassen;b;Binnen;63;63;93,65;84,21;97,61
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Structuur;horizontale structuur - groeiklassen;b;Buiten;54;58,67574559;98,15;87,9;99,74
Vlaanderen;1;Habitattype;Versie 3;9120;9120;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;117;121,6757456;95,82;90,31;98,26
Vlaanderen;1;SBZH;Versie 3;9120;9120;Structuur;horizontale structuur - groeiklassen;b;Binnen;63;63;93,65;84,21;97,61
Vlaanderen;1;SBZH;Versie 3;9120;9120;Structuur;horizontale structuur - groeiklassen;b;Buiten;54;58,67574559;98,15;87,9;99,74
Vlaanderen;1;Habitattype;Versie 2.0;9120;9120;Structuur;minimum structuurareaal;zb;Binnen & Buiten;117;121,6757456;34,8;26,75;43,83
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Structuur;minimum structuurareaal;zb;Binnen;63;63;60,32;47,8;71,62
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Structuur;minimum structuurareaal;zb;Buiten;54;58,67574559;7,41;2,8;18,2
Vlaanderen;1;Habitattype;Versie 3;9120;9120;Structuur;minimum structuurareaal;zb;Binnen & Buiten;117;121,6757456;34,8;26,75;43,83
Vlaanderen;1;SBZH;Versie 3;9120;9120;Structuur;minimum structuurareaal;zb;Binnen;63;63;60,32;47,8;71,62
Vlaanderen;1;SBZH;Versie 3;9120;9120;Structuur;minimum structuurareaal;zb;Buiten;54;58,67574559;7,41;2,8;18,2
Vlaanderen;1;Habitattype;Versie 2.0;9120;9120;Structuur;verticale structuur;b;Binnen & Buiten;117;121,6757456;82,6;74,71;88,41
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Structuur;verticale structuur;b;Binnen;63;63;69,84;57,43;79,9
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Structuur;verticale structuur;b;Buiten;54;58,67574559;96,3;86,29;99,08
Vlaanderen;1;Habitattype;Versie 3;9120;9120;Structuur;verticale structuur;b;Binnen & Buiten;117;121,6757456;67,31;58,32;75,18
Vlaanderen;1;SBZH;Versie 3;9120;9120;Structuur;verticale structuur;b;Binnen;63;63;52,38;40,1;64,38
Vlaanderen;1;SBZH;Versie 3;9120;9120;Structuur;verticale structuur;b;Buiten;54;58,67574559;83,33;70,9;91,12
Vlaanderen;1;Habitattype;Versie 2.0;9120;9120;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;117;121,6757456;62,81;53,65;71,13
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen;63;63;73,02;60,75;82,55
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Buiten;54;58,67574559;51,85;38,65;64,8
Vlaanderen;1;Habitattype;Versie 3;9120;9120;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;117;121,6757456;62,81;53,65;71,13
Vlaanderen;1;SBZH;Versie 3;9120;9120;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen;63;63;73,02;60,75;82,55
Vlaanderen;1;SBZH;Versie 3;9120;9120;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Buiten;54;58,67574559;51,85;38,65;64,8
Vlaanderen;1;Habitattype;Versie 2.0;9120;9120;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;117;121,6757456;10,08;5,79;16,96
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen;63;63;14,29;7,58;25,29
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Vegetatie;sleutelsoorten van de kruidlaag;b;Buiten;54;58,67574559;5,56;1,79;15,93
Vlaanderen;1;Habitattype;Versie 3;9120;9120;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen & Buiten;117;121,6757456;41,12;32,57;50,26
Vlaanderen;1;SBZH;Versie 3;9120;9120;Vegetatie;sleutelsoorten van de kruidlaag;b;Binnen;63;63;58,73;46,23;70,19
Vlaanderen;1;SBZH;Versie 3;9120;9120;Vegetatie;sleutelsoorten van de kruidlaag;b;Buiten;54;58,67574559;22,22;13,04;35,24
Vlaanderen;1;Habitattype;Versie 2.0;9120;9120;Verstoring;invasieve exoten;b;Binnen & Buiten;117;121,6757456;72,06;63,16;79,51
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Verstoring;invasieve exoten;b;Binnen;63;63;85,71;74,71;92,42
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Verstoring;invasieve exoten;b;Buiten;54;58,67574559;57,41;43,95;69,85
Vlaanderen;1;Habitattype;Versie 2.0;9120;9120;Verstoring;ruderalisering;zb;Binnen & Buiten;117;121,6757456;93;86,59;96,47
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Verstoring;ruderalisering;zb;Binnen;63;63;96,83;88,11;99,21
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Verstoring;ruderalisering;zb;Buiten;54;58,67574559;88,89;77,33;94,94
Vlaanderen;1;Habitattype;Versie 2.0;9120;9120;Verstoring;vergrassing;zb;Binnen & Buiten;117;121,6757456;98,29;93,36;99,57
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Verstoring;vergrassing;zb;Binnen;63;63;98,41;89,5;99,78
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Verstoring;vergrassing;zb;Buiten;54;58,67574559;98,15;87,9;99,74
Vlaanderen;1;Habitattype;Versie 2.0;9120;9120;Verstoring;verruiging;zb;Binnen & Buiten;117;121,6757456;97,46;92,39;99,18
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Verstoring;verruiging;zb;Binnen;63;63;96,83;88,11;99,21
Vlaanderen;1;SBZH;Versie 2.0;9120;9120;Verstoring;verruiging;zb;Buiten;54;58,67574559;98,15;87,9;99,74
Vlaanderen;1;Habitattype;Versie 3;9120;9120;Verstoring;verruiging;zb;Binnen & Buiten;117;121,6757456;89,64;82,6;94,04
Vlaanderen;1;SBZH;Versie 3;9120;9120;Verstoring;verruiging;zb;Binnen;63;63;92,06;82,25;96,67
Vlaanderen;1;SBZH;Versie 3;9120;9120;Verstoring;verruiging;zb;Buiten;54;58,67574559;87,04;75,15;93,71
Vlaanderen;1;Habitattype;Versie 3;9120;9120;Verstoring;invasieve exoten van de boom- en struiklaag;b;Binnen & Buiten;117;121,6757456;71,24;62,3;78,78
Vlaanderen;1;SBZH;Versie 3;9120;9120;Verstoring;invasieve exoten van de boom- en struiklaag;b;Binnen;63;63;84,13;72,89;91,26
Vlaanderen;1;SBZH;Versie 3;9120;9120;Verstoring;invasieve exoten van de boom- en struiklaag;b;Buiten;54;58,67574559;57,41;43,95;69,85
Vlaanderen;1;Habitattype;Versie 3;9120;9120;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen & Buiten;117;121,6757456;94,86;88,98;97,68
Vlaanderen;1;SBZH;Versie 3;9120;9120;Verstoring;invasieve exoten van de kruidlaag;zb;Binnen;63;63;95,24;86,19;98,46
Vlaanderen;1;SBZH;Versie 3;9120;9120;Verstoring;invasieve exoten van de kruidlaag;zb;Buiten;54;58,67574559;94,44;84,07;98,21
Vlaanderen;1;Habitattype;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Structuur;aandeel dood hout;b;Binnen & Buiten;47;59,86605924;21,16;11,63;35,38
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Structuur;aandeel dood hout;b;Binnen;25;26,07750919;30,68;15,81;51,05
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Structuur;aandeel dood hout;b;Buiten;22;33,78855006;13,81;4,28;36,49
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Structuur;aandeel dood hout;b;Binnen & Buiten;19;27,17845421;25,84;11,08;49,35
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Structuur;aandeel dood hout;b;Binnen & Buiten;15;17,57524007;20,73;6,55;49,41
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Structuur;aandeel dood hout;b;Binnen & Buiten;10;11,07750919;9,03;1,2;44,71
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Structuur;aandeel dood hout;b;Binnen & Buiten;3;4,034855769;24,78;NA;NA
Vlaanderen;1;Habitattype;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Structuur;aandeel dood hout;b;Binnen & Buiten;47;59,86605924;21,16;11,63;35,38
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Structuur;aandeel dood hout;b;Binnen;25;26,07750919;30,68;15,81;51,05
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Structuur;aandeel dood hout;b;Buiten;22;33,78855006;13,81;4,28;36,49
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Structuur;aandeel dood hout;b;Binnen & Buiten;19;27,17845421;25,84;11,08;49,35
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Structuur;aandeel dood hout;b;Binnen & Buiten;15;17,57524007;20,73;6,55;49,41
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Structuur;aandeel dood hout;b;Binnen & Buiten;10;11,07750919;9,03;1,2;44,71
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Structuur;aandeel dood hout;b;Binnen & Buiten;3;4,034855769;24,78;NA;NA
Vlaanderen;1;Habitattype;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Structuur;bosconstantie;zb;Binnen & Buiten;47;59,86605924;58,63;43,2;72,53
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Structuur;bosconstantie;zb;Binnen;25;26,07750919;73,16;52,83;86,9
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Structuur;bosconstantie;zb;Buiten;22;33,78855006;47,41;27,12;68,6
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Structuur;bosconstantie;zb;Binnen & Buiten;19;27,17845421;62,88;37,82;82,51
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Structuur;bosconstantie;zb;Binnen & Buiten;15;17,57524007;67,89;40,95;86,57
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Structuur;bosconstantie;zb;Binnen & Buiten;10;11,07750919;45,84;18,29;76,18
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Structuur;bosconstantie;zb;Binnen & Buiten;3;4,034855769;24,78;NA;NA
Vlaanderen;1;Habitattype;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Structuur;bosconstantie;zb;Binnen & Buiten;47;59,86605924;58,63;43,2;72,53
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Structuur;bosconstantie;zb;Binnen;25;26,07750919;73,16;52,83;86,9
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Structuur;bosconstantie;zb;Buiten;22;33,78855006;47,41;27,12;68,6
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Structuur;bosconstantie;zb;Binnen & Buiten;19;27,17845421;62,88;37,82;82,51
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Structuur;bosconstantie;zb;Binnen & Buiten;15;17,57524007;67,89;40,95;86,57
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Structuur;bosconstantie;zb;Binnen & Buiten;10;11,07750919;45,84;18,29;76,18
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Structuur;bosconstantie;zb;Binnen & Buiten;3;4,034855769;24,78;NA;NA
Vlaanderen;1;Habitattype;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;47;59,86605924;2,75;0,38;17,33
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Structuur;hoeveelheid dik dood hout;zb;Binnen;25;26,07750919;0;0;0
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Structuur;hoeveelheid dik dood hout;zb;Buiten;22;33,78855006;4,86;0,67;28,07
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;19;27,17845421;0;0;0
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;15;17,57524007;9,35;1,31;44,6
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;10;11,07750919;0;0;0
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;3;4,034855769;0;NA;NA
Vlaanderen;1;Habitattype;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;47;59,86605924;2,75;0,38;17,33
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Structuur;hoeveelheid dik dood hout;zb;Binnen;25;26,07750919;0;0;0
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Structuur;hoeveelheid dik dood hout;zb;Buiten;22;33,78855006;4,86;0,67;28,07
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;19;27,17845421;0;0;0
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;15;17,57524007;9,35;1,31;44,6
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;10;11,07750919;0;0;0
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Structuur;hoeveelheid dik dood hout;zb;Binnen & Buiten;3;4,034855769;0;NA;NA
Vlaanderen;1;Habitattype;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;47;59,86605924;80,4;63,87;90,49
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Structuur;horizontale structuur - groeiklassen;b;Binnen;25;26,07750919;96,17;76,82;99,48
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Structuur;horizontale structuur - groeiklassen;b;Buiten;22;33,78855006;68,23;44,72;85,08
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;19;27,17845421;70,24;43,27;87,95
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;15;17,57524007;84,96;54,56;96,37
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;10;11,07750919;90,97;55,29;98,8
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;3;4,034855769;100;NA;NA
Vlaanderen;1;Habitattype;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;47;59,86605924;80,4;63,87;90,49
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Structuur;horizontale structuur - groeiklassen;b;Binnen;25;26,07750919;96,17;76,82;99,48
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Structuur;horizontale structuur - groeiklassen;b;Buiten;22;33,78855006;68,23;44,72;85,08
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;19;27,17845421;70,24;43,27;87,95
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;15;17,57524007;84,96;54,56;96,37
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;10;11,07750919;90,97;55,29;98,8
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Structuur;horizontale structuur - groeiklassen;b;Binnen & Buiten;3;4,034855769;100;NA;NA
Vlaanderen;1;Habitattype;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Structuur;minimum structuurareaal;zb;Binnen & Buiten;47;59,86605924;27,24;16,21;42,02
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Structuur;minimum structuurareaal;zb;Binnen;25;26,07750919;42,18;24,51;62,12
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Structuur;minimum structuurareaal;zb;Buiten;22;33,78855006;15,72;5,1;39,3
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Structuur;minimum structuurareaal;zb;Binnen & Buiten;19;27,17845421;29,52;13,5;52,92
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Structuur;minimum structuurareaal;zb;Binnen & Buiten;15;17,57524007;41,47;19,47;67,48
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Structuur;minimum structuurareaal;zb;Binnen & Buiten;10;11,07750919;0;0;0
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Structuur;minimum structuurareaal;zb;Binnen & Buiten;3;4,034855769;24,78;NA;NA
Vlaanderen;1;Habitattype;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Structuur;minimum structuurareaal;zb;Binnen & Buiten;47;59,86605924;27,24;16,21;42,02
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Structuur;minimum structuurareaal;zb;Binnen;25;26,07750919;42,18;24,51;62,12
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Structuur;minimum structuurareaal;zb;Buiten;22;33,78855006;15,72;5,1;39,3
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Structuur;minimum structuurareaal;zb;Binnen & Buiten;19;27,17845421;29,52;13,5;52,92
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Structuur;minimum structuurareaal;zb;Binnen & Buiten;15;17,57524007;41,47;19,47;67,48
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Structuur;minimum structuurareaal;zb;Binnen & Buiten;10;11,07750919;0;0;0
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Structuur;minimum structuurareaal;zb;Binnen & Buiten;3;4,034855769;24,78;NA;NA
Vlaanderen;1;Habitattype;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Structuur;verticale structuur;b;Binnen & Buiten;47;59,86605924;90,54;76,38;96,59
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Structuur;verticale structuur;b;Binnen;25;26,07750919;92,33;73,6;98,11
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Structuur;verticale structuur;b;Buiten;22;33,78855006;89,15;65,09;97,31
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Structuur;verticale structuur;b;Binnen & Buiten;19;27,17845421;92,56;61,74;98,97
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Structuur;verticale structuur;b;Binnen & Buiten;15;17,57524007;79,27;50,59;93,45
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Structuur;verticale structuur;b;Binnen & Buiten;10;11,07750919;100;100;100
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Structuur;verticale structuur;b;Binnen & Buiten;3;4,034855769;100;NA;NA
Vlaanderen;1;Habitattype;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Structuur;verticale structuur;b;Binnen & Buiten;47;59,86605924;72,72;57,47;84,02
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Structuur;verticale structuur;b;Binnen;25;26,07750919;76,99;56,82;89,49
Vlaanderen;1;SBZH;Versie 3;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Structuur;verticale structuur;b;Buiten;22;33,78855006;69,42;46,84;85,4
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_va;Structuur;verticale structuur;b;Binnen & Buiten;19;27,17845421;81,44;54,43;94,16
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vm;Structuur;verticale structuur;b;Binnen & Buiten;15;17,57524007;58,53;32,52;80,53
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vn;Structuur;verticale structuur;b;Binnen & Buiten;10;11,07750919;72,92;40,17;91,52
Vlaanderen;1;Habitatsubtype;Versie 3;9,10E+01;91E0_vo;Structuur;verticale structuur;b;Binnen & Buiten;3;4,034855769;75,22;NA;NA
Vlaanderen;1;Habitattype;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vn; 91E0_vo";Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;47;59,86605924;44,04;29,96;59,16
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vm; 91E0_vo; 91E0_vn";Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen;25;26,07750919;53,69;33,89;72,38
Vlaanderen;1;SBZH;Versie 2.0;9,10E+01;"91E0_va; 91E0_vn; 91E0_vm; 91E0_vo";Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Buiten;22;33,78855006;36,6;18,76;59,07
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_va;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;19;27,17845421;36,96;18,14;60,8
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vm;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;15;17,57524007;58,53;32,52;80,53
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vn;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;10;11,07750919;27,08;8,48;59,83
Vlaanderen;1;Habitatsubtype;Versie 2.0;9,10E+01;91E0_vo;Vegetatie;sleutelsoorten van de boom- en struiklaag;b;Binnen & Buiten;3;4,034855769;75,22;NA;NA
